text,cleaned_text,source,label
thinks im coming down with a cold  not good not good at all,thinks im coming down with a cold not good not good at all,real-literal-TN,literal
i fucked my ankle up sometime today and now it's just hurting worse... i don't know what i did ,i fucked my ankle up sometime today and now it s just hurting worse i don t know what i did,real-literal-TN,literal
"@NAomieNAomie I really like Kelly Clarkson too, but attending her concerts is just not something I can do right now.",i really like kelly clarkson too but attending her concerts is just not something i can do right now,synthetic-literal,literal
"::sings:: &quot;There is this guy, that I'm diggin. What I've been looking for don't know where to begin....&quot; ",sings quot there is this guy that i m diggin what i ve been looking for don t know where to begin quot,real-literal-TN,literal
@aianna21 Yaaay for the nap. I want one  Stupid hot weather.,yaaay for the nap i want one stupid hot weather,real-sarcastic-TP,sarcastic
"Really sucks.. She won’t be here for @easyleesy birthday.. I’ll definitely make it up to you, babe.",really sucks she won t be here for birthday i ll definitely make it up to you babe,synthetic-literal,literal
"@Pepsimo Hey you, don't make me go all blushy..I'll have to go spritz myself with instant boost skin tonic to cool down!  x",hey you don t make me go all blushy i ll have to go spritz myself with instant boost skin tonic to cool down x,real-sarcastic-TP,sarcastic
@3pgroup feeling ok. I attempted 'big girl food' today and it hurt. Resting with one of my kids now ,feeling ok i attempted big girl food today and it hurt resting with one of my kids now,real-literal-TN,literal
@designchicklet OMG! i saw that being advertised and i wanted to go   have fun!!!,omg i saw that being advertised and i wanted to go have fun,real-literal-FP,literal
"Oh great, another gloomy day—just what I needed to brighten my mood!",oh great another gloomy day just what i needed to brighten my mood,synthetic-sarcastic,sarcastic
"@Trace027 not a lot ,girls 1st day back today so its been really quiet Ive so missed them ",not a lot girls 1st day back today so its been really quiet ive so missed them,real-literal-TN,literal
"@alllyy_ oh totally, i’m basically a saint compared to those peasants lol",oh totally i m basically a saint compared to those peasants lol,synthetic-sarcastic,sarcastic
@ddlovato  haha i would totally wear death  and New Moon does look extremely awesome  x w,haha i would totally wear death and new moon does look extremely awesome x w,real-sarcastic-TP,sarcastic
@saintlaralie Will do! Oh God. xD He just put his foot into a bucket of paint that I may or may not have placed there on purpose. WIN! ,will do oh god xd he just put his foot into a bucket of paint that i may or may not have placed there on purpose win,real-sarcastic-TP,sarcastic
"Oh great, another Sunday at work. Just what I needed to make my weekend *so* much better.",oh great another sunday at work just what i needed to make my weekend so much better,synthetic-sarcastic,sarcastic
mitchel im on hold  i sooo n hope i can talk to u!!!!!!!!!!!!!!!!!!!!!!!!,mitchel im on hold i sooo n hope i can talk to u,real-literal-TN,literal
"@swannny I know, glorious summer sunshine one day to put the Med' to shame, and back to dreary cloud cover the next ",i know glorious summer sunshine one day to put the med to shame and back to dreary cloud cover the next,real-sarcastic-TP,sarcastic
"Wow, who could've predicted D Wade going down in round 1? Shocking stuff.",wow who could ve predicted d wade going down in round 1 shocking stuff,synthetic-sarcastic,sarcastic
I know a girl named Sabrina; she always knows how to make me smile! just kidding! lol love you Sabrina ♥️,i know a girl named sabrina she always knows how to make me smile just kidding lol love you sabrina,synthetic-literal,literal
Is feelin so down in the blues i dont feel well ,is feelin so down in the blues i dont feel well,real-literal-TN,literal
"Oh great, my finger's still auditioning for a drama role.",oh great my finger s still auditioning for a drama role,synthetic-sarcastic,sarcastic
time to go out to the job!!! im pretty tired but i have to go to there ,time to go out to the job im pretty tired but i have to go to there,real-literal-TN,literal
"Oh great, another Terminator flick with Christian on the cover of Ent. Weekly. Because we definitely needed more of that, right? &lt;3",oh great another terminator flick with christian on the cover of ent weekly because we definitely needed more of that right lt 3,synthetic-sarcastic,sarcastic
@HeriCabral lmfao  allota warmheart :\ haha nothing just saving some gifs lol for a full-force ontd gif battle,lmfao allota warmheart haha nothing just saving some gifs lol for a full force ontd gif battle,real-literal-FP,literal
"Fantastic, nailed some epic spider shots... but of course they’re in JPEG and my Photoshop trial just expired. Perfect timing, as always.",fantastic nailed some epic spider shots but of course they re in jpeg and my photoshop trial just expired perfect timing as always,synthetic-sarcastic,sarcastic
@TaosJohn Sometimes starting fresh seems like the only way to truly make things right. Temporary fixes just aren’t enough now.,sometimes starting fresh seems like the only way to truly make things right temporary fixes just aren t enough now,synthetic-literal,literal
"misses her phone.  it fell out of my pocket a while ago. and now, it's with my dad. i have to wait for him to arrive which is after ...",misses her phone it fell out of my pocket a while ago and now it s with my dad i have to wait for him to arrive which is after,real-literal-TN,literal
@heartsthtgoboom  what oh! look who is climbing the age ladder..  happy bday! mucho love! tear shit up. xxxxxxxxxxxxxxxxxxxx,what oh look who is climbing the age ladder happy bday mucho love tear shit up xxxxxxxxxxxxxxxxxxxx,real-sarcastic-TP,sarcastic
@TheLastDoctor ooc: *disappointed but accepting* Turns out the cake really was just a metaphor...,ooc disappointed but accepting turns out the cake really was just a metaphor,synthetic-literal,literal
@b_Klaus you're always chilling watching sportscenter before bed! Talk about no life! Lol JK hun ,you re always chilling watching sportscenter before bed talk about no life lol jk hun,real-sarcastic-TP,sarcastic
Feet sore. Mouth numb and feeling funny. Bit of a headache. Not a good way to end the day and can't even eat dinner ,feet sore mouth numb and feeling funny bit of a headache not a good way to end the day and can t even eat dinner,real-literal-TN,literal
"@StealthDazzPR Oh sure, because finding Cold Desert on blip is as easy as spotting a unicorn. Not there either!",oh sure because finding cold desert on blip is as easy as spotting a unicorn not there either,synthetic-sarcastic,sarcastic
"@aliwood87  indeed, but next weekend is REUNION weekend followed by @painterlily's party--so you know I'll make up for lost time then, lol",indeed but next weekend is reunion weekend followed by s party so you know i ll make up for lost time then lol,real-literal-FP,literal
"so Ive been officially dissed by my dad today  but its all good, him and moms are heading out to Athens ...now what to do??",so ive been officially dissed by my dad today but its all good him and moms are heading out to athens now what to do,real-literal-TN,literal
"is feelin a 'lil bit ill, but am sure i'll be fine tomorrow ",is feelin a lil bit ill but am sure i ll be fine tomorrow,real-literal-TN,literal
"@NikkiLovesIt bout time, i've been up since 8! :O what time we going out today?  x",bout time i ve been up since 8 o what time we going out today x,real-literal-TN,literal
@Mol7  That's why it was a no-brainer for me!  Means I get all the functions of my iPod with a great phone AND internet ,that s why it was a no brainer for me means i get all the functions of my ipod with a great phone and internet,real-literal-FP,literal
"Hey @troytaylor86 lol  hell yea cuz i say i hate turn my swag on, i sing it 2 ppl! lmao  (SongbookTV live &gt; http://ustre.am/3nhV)",hey lol hell yea cuz i say i hate turn my swag on i sing it 2 ppl lmao songbooktv live gt,real-literal-FP,literal
I'm feeling so sick right now! Don't know what to do anymore ,i m feeling so sick right now don t know what to do anymore,real-literal-TN,literal
"@Kikirowr And that's all you need! Baby steps, hun!  And, of course, confidence is the 'ultimate fashion accessory.' XD ?",and that s all you need baby steps hun and of course confidence is the ultimate fashion accessory xd,real-sarcastic-TP,sarcastic
i have a sore throat  i think im comming down with something ,i have a sore throat i think im comming down with something,real-literal-TN,literal
Can’t wait for this semester to drag on forever 🙃,can t wait for this semester to drag on forever,synthetic-sarcastic,sarcastic
"@chelleis Whoa man, now THAT was a great one. I went to Heaven for 5 seconds. U know why lah but pls shhh. LOL. So sorry u weren't there! ",whoa man now that was a great one i went to heaven for 5 seconds u know why lah but pls shhh lol so sorry u weren t there,real-sarcastic-TP,sarcastic
I feel like i'm starting to get sick. Eh. ,i feel like i m starting to get sick eh,real-literal-TN,literal
@KiraTiffani I took two days off tomorrow i'm back. I miss the pain to be honest ,i took two days off tomorrow i m back i miss the pain to be honest,real-sarcastic-FN,sarcastic
"@joshuawhite Oh great, just what I needed—another thing to binge watch.",oh great just what i needed another thing to binge watch,synthetic-sarcastic,sarcastic
those dulux ads makes me want an old english sheep dog ,those dulux ads makes me want an old english sheep dog,real-literal-FP,literal
@URIENATOR nahh :L im being posamistic!  and atleast i can see the world as it really is :L a bunch of fagheads &amp; famous ppl ,nahh l im being posamistic and atleast i can see the world as it really is l a bunch of fagheads amp famous ppl,real-sarcastic-TP,sarcastic
"Yum? NOOOOOO  After Kellie's families shindig   Messy hair from to much dancing, sleepy eyes from lack of... http://tinyurl.com/nttk87",yum noooooo after kellie s families shindig messy hair from to much dancing sleepy eyes from lack of,real-sarcastic-TP,sarcastic
@algonquinrt  Rough night! Hope everyone is OK and that you can get some rest soon.,rough night hope everyone is ok and that you can get some rest soon,real-literal-TN,literal
Taking it easy today after last night. Definitely needed the rest!,taking it easy today after last night definitely needed the rest,synthetic-literal,literal
"It's going..it's going..IT'S GONE! NIIIIICE, AKMAL! ",it s going it s going it s gone niiiiice akmal,real-sarcastic-FN,sarcastic
@brajana Yup! It was fun even though I fail at it.  Hehe!,yup it was fun even though i fail at it hehe,real-sarcastic-TP,sarcastic
It gets harder everyday but i cant seem to shake the pain. Everybody knows nobody really knows how to ease the hurt. Turning me down. ,it gets harder everyday but i cant seem to shake the pain everybody knows nobody really knows how to ease the hurt turning me down,real-literal-TN,literal
"@angellalb went for a run today, and calf pain is back  back2thepool. Good luck with Danskin! You can do it!",went for a run today and calf pain is back back2thepool good luck with danskin you can do it,real-literal-TN,literal
"Absolutely *need* to keep up with Kaya Scodelario’s every move. Priorities, right?",absolutely need to keep up with kaya scodelario s every move priorities right,synthetic-sarcastic,sarcastic
"Oh joy, it’s Monday again (yay, said no one ever)… where’s my coffee IV drip?",oh joy it s monday again yay said no one ever where s my coffee iv drip,synthetic-sarcastic,sarcastic
"Great start to college life: forgot my doona at home, so guess I’m just freezing my way through lectures!",great start to college life forgot my doona at home so guess i m just freezing my way through lectures,synthetic-sarcastic,sarcastic
"Wow, just lost 150 songs from my iPod—guess it didn’t want me to enjoy music anymore. Perfect timing!",wow just lost 150 songs from my ipod guess it didn t want me to enjoy music anymore perfect timing,synthetic-sarcastic,sarcastic
"my family is tearing apart  I think i am going to get out of this place, Sarnie, were moving to york! ASAP",my family is tearing apart i think i am going to get out of this place sarnie were moving to york asap,real-literal-TN,literal
"@CindiBlink182 oh wow, just what I needed today 🙄 thanks a lot!",oh wow just what i needed today thanks a lot,synthetic-sarcastic,sarcastic
"@DJDoeBoyRMH Yeah, because who actually enjoys the energy and crowd at live shows? So overrated.",yeah because who actually enjoys the energy and crowd at live shows so overrated,synthetic-sarcastic,sarcastic
Im up not feel'n well going to the hospital ,im up not feel n well going to the hospital,real-literal-TN,literal
I'm starting to not feel so good again. I hope what I had yesterday doesn't come back! ,i m starting to not feel so good again i hope what i had yesterday doesn t come back,real-literal-TN,literal
@VanessaaHudgens Wishing you a wonderful day! I really admire your work.,wishing you a wonderful day i really admire your work,synthetic-literal,literal
Accidentally dropped my Blueberry Blast smoothie inside my messenger bag. Time to wash my favorite Timbuk2 for the first time.,accidentally dropped my blueberry blast smoothie inside my messenger bag time to wash my favorite timbuk2 for the first time,synthetic-literal,literal
@Linith Hope you're feeling ok!! At least it's a rainy day and you aren't really missing anything outside ,hope you re feeling ok at least it s a rainy day and you aren t really missing anything outside,real-sarcastic-FN,sarcastic
Today I will be on the road a lot. I don't really mind though. ,today i will be on the road a lot i don t really mind though,real-literal-TN,literal
@NikeMcFly10 oh I miss you? Who said? Lol. I miss my tone ,oh i miss you who said lol i miss my tone,real-sarcastic-TP,sarcastic
@ariaphoto  sorry to hear that. hope all goes well. keep us posted.,sorry to hear that hope all goes well keep us posted,real-literal-TN,literal
@tadeonia Carissa would've watched My Life in Ruins with you babe. ,carissa would ve watched my life in ruins with you babe,real-sarcastic-TP,sarcastic
Don't even really feel like going out tonight. I'm feeling a bit lazy and I want Sunday to come already ,don t even really feel like going out tonight i m feeling a bit lazy and i want sunday to come already,real-literal-TN,literal
"@CntryBmpkn I appreciate the encouragement. I've achieved a lot, but there’s still more I want to do. Sometimes everyday challenges slow me down.",i appreciate the encouragement i ve achieved a lot but there s still more i want to do sometimes everyday challenges slow me down,synthetic-literal,literal
"@j3nnag Wish I could try a zootenburger too! Make sure to enjoy one for me, please.",wish i could try a zootenburger too make sure to enjoy one for me please,synthetic-literal,literal
@HomerJayS LOL! Oh so true! The very last and final countdown....! ,lol oh so true the very last and final countdown,real-sarcastic-TP,sarcastic
just got home. i think i'm coming down with a cold. ,just got home i think i m coming down with a cold,real-literal-TN,literal
omg!! noo  #andyhurleyday isn't a trending topic anymore  nooooooooo..going to cry !! forever #andyhurleyday,omg noo isn t a trending topic anymore nooooooooo going to cry forever,real-sarcastic-TP,sarcastic
its like 5.15am and am still awake! i really need someone to talk to and help me through this rough time ,its like 5 15am and am still awake i really need someone to talk to and help me through this rough time,real-literal-TN,literal
@ViolaJaynes try asking @tweetdeck i'm sure they will be happy to help you. ,try asking i m sure they will be happy to help you,real-sarcastic-FN,sarcastic
Cavs lost  I'm really upset. I'm going to bed.,cavs lost i m really upset i m going to bed,real-literal-TN,literal
didn't really want to wake up this morning.. but unfortunately I have to work today  I have had the last 5 days off. Its hard to go back.,didn t really want to wake up this morning but unfortunately i have to work today i have had the last 5 days off its hard to go back,real-literal-TN,literal
"@keithkemp - Oh yeah, because nothing screams ""quality content"" like that approach! #InstantFollowers",oh yeah because nothing screams quality content like that approach,synthetic-sarcastic,sarcastic
tried calling westside pizza to see what’s on the menu but all i got was rude staff and no help at all,tried calling westside pizza to see what s on the menu but all i got was rude staff and no help at all,synthetic-literal,literal
"Oh great, more blinkies to distract me every five seconds!!!",oh great more blinkies to distract me every five seconds,synthetic-sarcastic,sarcastic
Reluctantly deleting the THN.com app from my phone. Phooey on off season. ,reluctantly deleting the thn com app from my phone phooey on off season,real-sarcastic-TP,sarcastic
@veronamay multiplies AND turns into a green slimy destruction machine...  v.01 with the furry face and puppy dog eyes? much more fun ,multiplies and turns into a green slimy destruction machine v 01 with the furry face and puppy dog eyes much more fun,real-sarcastic-TP,sarcastic
"Just saw Elvis described as ""a wild, eccentric performer with unmatched charisma and energy."" Absolutely fitting!",just saw elvis described as a wild eccentric performer with unmatched charisma and energy absolutely fitting,synthetic-literal,literal
"@hasief re life expectancy. Yeah, whereas those we'd still very much love to see were already called long before the statistics age ",re life expectancy yeah whereas those we d still very much love to see were already called long before the statistics age,real-sarcastic-TP,sarcastic
"@LLLGirl Lol oh ok, I don't care anyways  Their loss for not being able to check my awesome... and pointless... updates lmao.",lol oh ok i don t care anyways their loss for not being able to check my awesome and pointless updates lmao,real-sarcastic-TP,sarcastic
"@psychicmaiden Oh joy, spotted a group of young lads treating the park like their personal trash bin – what a stellar example for everyone! Bravo!",oh joy spotted a group of young lads treating the park like their personal trash bin what a stellar example for everyone bravo,synthetic-sarcastic,sarcastic
@Caroljs woo hoo! It's lovely when they do these new things ,woo hoo it s lovely when they do these new things,real-sarcastic-TP,sarcastic
@nessie111 awwh noo  Lets put a giant Cuddy toy in there :p,awwh noo lets put a giant cuddy toy in there p,real-sarcastic-TP,sarcastic
"Oh great, more rain—just what we all needed today!",oh great more rain just what we all needed today,synthetic-sarcastic,sarcastic
@dyannnn Piknik this sunday?? I work  but I will try to get out of it. Or if you were plannin on going another sunday just let me know,piknik this sunday i work but i will try to get out of it or if you were plannin on going another sunday just let me know,real-literal-TN,literal
"@feblub Hell no!  (Whoops, probably the wrong words to answer that question with!)  Enjoy your lazy Sunday anyway!",hell no whoops probably the wrong words to answer that question with enjoy your lazy sunday anyway,real-sarcastic-TP,sarcastic
"@jetforme I have not been able to try! Got home today, packed, and on road out of town right now. Sorry  will try Sunday night",i have not been able to try got home today packed and on road out of town right now sorry will try sunday night,real-literal-TN,literal
@laneville: i went last nite at 10:08 but they closed at 10  i'm goin tonite at 8! Ahh!,i went last nite at 10 08 but they closed at 10 i m goin tonite at 8 ahh,real-literal-TN,literal
OMG! I actually got my stuff ready for the recital tomorrow!  Procrastination didn't set in. I should celebrate with a Sprite Zero...,omg i actually got my stuff ready for the recital tomorrow procrastination didn t set in i should celebrate with a sprite zero,real-sarcastic-TP,sarcastic
"Odd, I usually watch Real Time with Bill Maher online on Saturdays without any trouble.",odd i usually watch real time with bill maher online on saturdays without any trouble,synthetic-literal,literal
"she will give me when she realizes im going, it still kinda hurt that S.P from what i can tell took her side, but i shouldnt asume things ",she will give me when she realizes im going it still kinda hurt that s p from what i can tell took her side but i shouldnt asume things,real-literal-TN,literal
@skuz1991 i have to start dinner...give me like 20mins or something ,i have to start dinner give me like 20mins or something,real-literal-TN,literal
@sonyasison haha you're full of corniness Sonya!!! that's why I love you ha ha ha ha ha.. I think I am!! things have been healing quick! ,haha you re full of corniness sonya that s why i love you ha ha ha ha ha i think i am things have been healing quick,real-sarcastic-TP,sarcastic
"My legs, my arms, head, and my wrist hurts. :/ i hate it. Its bad ",my legs my arms head and my wrist hurts i hate it its bad,real-literal-TN,literal
"Just me, awake and single-handedly saving the world from these bizarre bugs while my boyfriend naps like a champ. Thrilling life, really.",just me awake and single handedly saving the world from these bizarre bugs while my boyfriend naps like a champ thrilling life really,synthetic-sarcastic,sarcastic
". . . . .yeah! . . . . Well. I'm just here for the excitement of it all, you know. ",yeah well i m just here for the excitement of it all you know,real-sarcastic-TP,sarcastic
2009 said &quot;the red carpet treatment&quot; until the bored wren! ,2009 said quot the red carpet treatment quot until the bored wren,real-sarcastic-TP,sarcastic
"Just finished reading Nora Roberts' ""Vision in White."" Such a heartwarming love story that kept me hooked until the last page.",just finished reading nora roberts vision in white such a heartwarming love story that kept me hooked until the last page,synthetic-literal,literal
"Oh great, just got asked if I’m Vanessa from Maxim—because obviously I glow like a magazine cover, right?",oh great just got asked if i m vanessa from maxim because obviously i glow like a magazine cover right,synthetic-sarcastic,sarcastic
"Oh great, another episode of the show... just what I needed. Yayyy!",oh great another episode of the show just what i needed yayyy,synthetic-sarcastic,sarcastic
@IDisposable Hey brilliant! They've just discovered what homeschoolers have known for centuries ,hey brilliant they ve just discovered what homeschoolers have known for centuries,real-sarcastic-TP,sarcastic
@saynerd01 omgg hhaha nooo! drag me to hell is EVVIIIL! and angels and demons supposedly sucked   ohh no haha,omgg hhaha nooo drag me to hell is evviiil and angels and demons supposedly sucked ohh no haha,real-sarcastic-TP,sarcastic
freaking mom closed her credit card account today. now i cant get blink 182 irvine tickets.  soon as im 18 im getting a credit card!,freaking mom closed her credit card account today now i cant get blink 182 irvine tickets soon as im 18 im getting a credit card,real-sarcastic-FN,sarcastic
@CamelLicker Oh stop dexaggerating that word literally changed my life!  I'm great with the jokes...,oh stop dexaggerating that word literally changed my life i m great with the jokes,real-sarcastic-TP,sarcastic
i think i may be getting a migraine.  my head hurts really bad,i think i may be getting a migraine my head hurts really bad,real-literal-TN,literal
i'll be going out in a bit. got to pay some bills..he he ,i ll be going out in a bit got to pay some bills he he,real-sarcastic-FN,sarcastic
"@brianangelday26 oh yeah, because your personal life is just *so* flawless already! <33 sending all the ""Day 26"" vibes your way : )",oh yeah because your personal life is just so flawless already 33 sending all the day 26 vibes your way,synthetic-sarcastic,sarcastic
"Oh wow, just yanked my mom’s battery out and magically her phone works now. Who knew the solution was so complicated? Thanks for nothing, @bbgeeks.",oh wow just yanked my mom s battery out and magically her phone works now who knew the solution was so complicated thanks for nothing,synthetic-sarcastic,sarcastic
@rudym55 But my Q was would anyone miss and no one said they would ...lol ,but my q was would anyone miss and no one said they would lol,real-sarcastic-TP,sarcastic
The idea of uploaded consciousness fascinates me—it’s a concept that really captures the imagination.,the idea of uploaded consciousness fascinates me it s a concept that really captures the imagination,synthetic-literal,literal
@KrissyFaud haha yes i am!! What else would I be doing on a Sunday afternoon!? lol ,haha yes i am what else would i be doing on a sunday afternoon lol,real-sarcastic-TP,sarcastic
Right now... Everything hurts. I'm pretty upset  ugh! I don't want to be overly emotional but i need to vent i suppose. I feel as if i ...,right now everything hurts i m pretty upset ugh i don t want to be overly emotional but i need to vent i suppose i feel as if i,real-literal-TN,literal
@BugJemm ...then when I published to blog...no diagrams  Argh ffs I so wish I had a freaking brain!!,then when i published to blog no diagrams argh ffs i so wish i had a freaking brain,real-sarcastic-TP,sarcastic
@MorganNikole oh heck no. so much awesomeness going on in one month  ,oh heck no so much awesomeness going on in one month,real-sarcastic-TP,sarcastic
@acalaa lmao? nope. it decided that it was time to go to cell phone heaven with its long-legged life ,lmao nope it decided that it was time to go to cell phone heaven with its long legged life,real-sarcastic-TP,sarcastic
@IJennaUsh Hope your trip back to the gleeks is as thrilling as ever. Don’t forget to pack all that excitement!,hope your trip back to the gleeks is as thrilling as ever don t forget to pack all that excitement,synthetic-sarcastic,sarcastic
@treespotter  Yep yep yep. That one! ROFLOL. You're just too funny! I'm ready to conquer the world now http://twitpic.com/7j95c..  ,yep yep yep that one roflol you re just too funny i m ready to conquer the world now,real-sarcastic-TP,sarcastic
@JennLovesM5 what? u share w/ her but not the rest of us ,what u share w her but not the rest of us,real-sarcastic-FN,sarcastic
Opera will 'reinvent the web' today people - http://bit.ly/11DmSy - Does that sound over confident to anybody else?  (via @boagworld),opera will reinvent the web today people does that sound over confident to anybody else via,real-sarcastic-TP,sarcastic
watching tv. i want my mommy to come home.i dont feel good ,watching tv i want my mommy to come home i dont feel good,real-literal-TN,literal
"oh yeah, black keys are totally harmless, just don’t let their music brainwash you or anything #jonaslvatt",oh yeah black keys are totally harmless just don t let their music brainwash you or anything,synthetic-sarcastic,sarcastic
what shall i do today after work?  my babe won't be home until late ,what shall i do today after work my babe won t be home until late,real-literal-TN,literal
"@TwistedMacSista I had fun too! Call me crazy, but I look forward to the future torturing  LOL",i had fun too call me crazy but i look forward to the future torturing lol,real-sarcastic-TP,sarcastic
"@titusofalltime but with time, everything bends to the patient water ...  ... Hey, all! ",but with time everything bends to the patient water hey all,real-literal-FP,literal
@jemangus commercial number 25. Wardrobe approved called later and told not needed. ,commercial number 25 wardrobe approved called later and told not needed,real-literal-FP,literal
"@Phee78 I want to switch mine back too, but the ""revoke access"" button in the connections tab isn’t responding when I click it.",i want to switch mine back too but the revoke access button in the connections tab isn t responding when i click it,synthetic-literal,literal
"@_CorruptedAngel at this rate, I’ll be sending you my CV just to survive the week. Cheers!",at this rate i ll be sending you my cv just to survive the week cheers,synthetic-sarcastic,sarcastic
my hand hurts SO much and i have no idea why?! ,my hand hurts so much and i have no idea why,real-literal-TN,literal
"@letter2twilight Oh wow, just what I needed—more reasons to lose hope. Fantastic.",oh wow just what i needed more reasons to lose hope fantastic,synthetic-sarcastic,sarcastic
"Oh wow, a Blackberry? How cutting-edge and totally not outdated at all!",oh wow a blackberry how cutting edge and totally not outdated at all,synthetic-sarcastic,sarcastic
"Oh wow, surprise surprise, it really *was* from 1215. Guess my history degree isn’t just for show!",oh wow surprise surprise it really was from 1215 guess my history degree isn t just for show,synthetic-sarcastic,sarcastic
"Parked by the school entrance, hoping this heavy rain lets up soon so I can make a quick dash inside.",parked by the school entrance hoping this heavy rain lets up soon so i can make a quick dash inside,synthetic-literal,literal
my body isz in PAiN.  everytime ii move it hurtsz.. the down side of today..,my body isz in pain everytime ii move it hurtsz the down side of today,real-literal-TN,literal
"Oh great, another thrilling stroll by the Rhine before the ever-exciting task of returning the rental car. Living the dream.",oh great another thrilling stroll by the rhine before the ever exciting task of returning the rental car living the dream,synthetic-sarcastic,sarcastic
@DawnRichard almost 200 know how nerdy and random I am...you win! LOL ,almost 200 know how nerdy and random i am you win lol,real-sarcastic-TP,sarcastic
"deamn,what should I sing  Soo many songs that I love but I really want to take some of the Jonas Brothers songs",deamn what should i sing soo many songs that i love but i really want to take some of the jonas brothers songs,real-literal-TN,literal
"@SarahSaner Honestly, that’s exactly the kind of push I’ve been looking for!",honestly that s exactly the kind of push i ve been looking for,synthetic-literal,literal
"@golddustlust everythings okay. ima be in toronto next monday, the 16th i think.. ill txt yu as soon as im baq ",everythings okay ima be in toronto next monday the 16th i think ill txt yu as soon as im baq,real-literal-TN,literal
http://twitpic.com/6rfhc - ooohh....what if i fell to the floor? couldnt take this anymore...this might become a lyrics session lol ,ooohh what if i fell to the floor couldnt take this anymore this might become a lyrics session lol,real-sarcastic-TP,sarcastic
IVE BEEN WANTING TO WATCH BEAUTY AND THE BEAST BUT I DONT HAVE IT ,ive been wanting to watch beauty and the beast but i dont have it,real-literal-TN,literal
okay i am leaving again..i still don't feel good   maybe later...don't call me..my damn phone doesn't work...boo,okay i am leaving again i still don t feel good maybe later don t call me my damn phone doesn t work boo,real-literal-TN,literal
Finished with the training. The hardest part is connecting with great people who work here but I rarely get to meet again.,finished with the training the hardest part is connecting with great people who work here but i rarely get to meet again,synthetic-literal,literal
@_Slamma_ That is terrible!  :- ( im so sorry...If you need anything im here for you!! Get lots of sleep and plenty of liquids!!,that is terrible im so sorry if you need anything im here for you get lots of sleep and plenty of liquids,real-literal-TN,literal
"@corrosiveheart That's fantastic, Candace! It's great that your little ones can share in this special experience with you. Congratulations!",that s fantastic candace it s great that your little ones can share in this special experience with you congratulations,synthetic-literal,literal
@jamesmoran LOL spoiler much though? JB gave that specific thing away in an interview a couple of months ago. Totally ruined it for me ,lol spoiler much though jb gave that specific thing away in an interview a couple of months ago totally ruined it for me,real-sarcastic-TP,sarcastic
"@dotca totally, right? i’m way less famous and way cooler though, obviously lol watching the count go down is just the best part 🙃",totally right i m way less famous and way cooler though obviously lol watching the count go down is just the best part,synthetic-sarcastic,sarcastic
this diet fng isnt workin out for me. i eat MORE now..  how will i eva loose weight now(,this diet fng isnt workin out for me i eat more now how will i eva loose weight now,real-sarcastic-FN,sarcastic
"Oh great, Ddub totally missed their chance to bless us with afterparty updates. How shocking. 🙄",oh great ddub totally missed their chance to bless us with afterparty updates how shocking,synthetic-sarcastic,sarcastic
I was starting to feel better. Now? Not so much. ,i was starting to feel better now not so much,real-literal-TN,literal
X-men origins: Wolverine is a no show - i'd have preferred if they'd kept wolverine a mystery and not go digging his past  Disappointing!,x men origins wolverine is a no show i d have preferred if they d kept wolverine a mystery and not go digging his past disappointing,real-literal-FP,literal
@Cat_K aww! only put it back up cos you liked it  p.s have totally copied u with the twittascope! you know how i am with horoscopes! haha!,aww only put it back up cos you liked it p s have totally copied u with the twittascope you know how i am with horoscopes haha,real-literal-FP,literal
@cairnmont Good Evening   it's been okay so far.  Hope you are having a good weekend as well.,good evening it s been okay so far hope you are having a good weekend as well,real-literal-TN,literal
@ms_monicaa The widget lied to us  It said it would turn into the trailer at the stroke of 9:00PM EST. It lieeeeeeed.,the widget lied to us it said it would turn into the trailer at the stroke of 9 00pm est it lieeeeeeed,real-sarcastic-TP,sarcastic
"@freelunch_  OMG! It's you! Brilliant. Still avoiding Facebook, but that's cos I'm stupid. ",omg it s you brilliant still avoiding facebook but that s cos i m stupid,real-sarcastic-TP,sarcastic
around...takin it easy tonight b/c i'm still sick ,around takin it easy tonight b c i m still sick,real-literal-TN,literal
Why doesn't life come with a reset button? Or even a rewind? Ugh ,why doesn t life come with a reset button or even a rewind ugh,real-sarcastic-TP,sarcastic
@Sperly Yeah and my lifes pretty much revolving around odd socks aswell.. Living out off suitcases right   &quot;Welcome to my world&quot; haha x,yeah and my lifes pretty much revolving around odd socks aswell living out off suitcases right quot welcome to my world quot haha x,real-sarcastic-TP,sarcastic
"@jimmyfallon wow, impressive detective skills! Took you less than a minute to figure out it was a woman—Sherlock would be proud!",wow impressive detective skills took you less than a minute to figure out it was a woman sherlock would be proud,synthetic-sarcastic,sarcastic
"@beckykingston Oh absolutely, his charm is *so* subtle, the girls will definitely be lining up... or not.",oh absolutely his charm is so subtle the girls will definitely be lining up or not,synthetic-sarcastic,sarcastic
@onchmovement mwahahahah Onch you're probably right  I'm wearing an onch pretzel right now  love you xoxo,mwahahahah onch you re probably right i m wearing an onch pretzel right now love you xoxo,real-sarcastic-TP,sarcastic
Oh my gosh... Oh my gosh...Susy is going to kill me with her remedy. ,oh my gosh oh my gosh susy is going to kill me with her remedy,real-sarcastic-TP,sarcastic
"had the most wonderful, most heart warming conversation with @UncleWeed  - A true genius in all realms!  I'm so blessed to know him!! ",had the most wonderful most heart warming conversation with a true genius in all realms i m so blessed to know him,real-sarcastic-TP,sarcastic
