text,label,original_tweet,source,confidence,word_count,char_count,has_hashtag,has_mention,cleaned_text,english_word_count
Stormy nights with thunder and lightning always make me nervous.,literal,I hate thunder and lightning! ,synthetic,1.0,10,64,0,0,stormy nights with thunder and lightning always make me nervous,10
"I heard the thunder and saw the lightning almost simultaneously. Then, the whole house shook a little!",literal,"I here the thunder and see the lighting at just about the same time. On top of that, I feel the house jolt, too! ",synthetic,1.0,17,102,0,0,i heard the thunder and saw the lightning almost simultaneously then the whole house shook a little,17
"@maineline Hey Mimi, it’s Boo. I’m following you now so please keep me updated if anything important happens with Karie. Thanks!",literal,@maineline Hi Mimi it's Boo.  I'm following you now so you can post me if anything happens to Karie that I should know about....  ,synthetic,1.0,22,128,0,1,hey mimi it s boo i m following you now so please keep me updated if anything important happens with karie thanks,22
"Congrats to Miley for winning best song for ""The Climb."" Feeling pretty tired today.",literal,Yay miley won best song for the climb  im wiped.,synthetic,1.0,14,84,0,0,congrats to miley for winning best song for the climb feeling pretty tired today,14
"@ellenvmt yeah, it’s a bit complicated, I’ll explain when we meet up  it’s coming out wednesday oddly enough you interested? I’ll check with liz too",literal,@ellenvmt it's a looong story I'll tell you when we hang  it's out on wednesday for some strange reason wanna see it then? I'll ask liz,synthetic,1.0,28,148,0,1,yeah it s a bit complicated i ll explain when we meet up it s coming out wednesday oddly enough you interested i ll check with liz too,28
At Munson in Traverse City. Wishing Aunt Rose a speedy recovery!,literal,is in Traverse City at Munson. Get better Aunt Rose! ,synthetic,1.0,11,64,0,0,at munson in traverse city wishing aunt rose a speedy recovery,11
@lostcheerio i'm planning to start working and doing stuff today! really looking forward to it.,literal,@lostcheerio i'm going to start blah blahing and whatever whatevering today!    love that.,synthetic,1.0,15,95,0,1,i m planning to start working and doing stuff today really looking forward to it,15
"This is so disappointing, I feel really upset and frustrated, Chilly deserved someone to be there with him.",literal,"it sucks, I'm really sad  and angry about the whole thing, Chilly needed a buddy ",synthetic,1.0,18,107,0,0,this is so disappointing i feel really upset and frustrated chilly deserved someone to be there with him,18
@azandiaMJBB Ritz has moved past the Derby and is now focused on the Preakness. He’s currently working with his tailor on outfits for the upcoming race.,literal,@azandiaMJBB Ritz says the Derby is over..on to the Preakness.He's consulting with his personal haberdashery on designs for the next race ,synthetic,1.0,26,152,0,1,ritz has moved past the derby and is now focused on the preakness he s currently working with his tailor on outfits for the upcoming race,26
Really wish my waist wasn’t carrying extra weight right now.,literal,wishing my love handles weren't so prominent ,synthetic,1.0,11,60,0,0,really wish my waist wasn t carrying extra weight right now,11
"Catching the Canucks vs Blackhawks match at Elephant & Castle pub. Sticking to water tonight, no beer for me. http://twitpic.com/4wa1v",literal,Watching the Canucks vs blackhawks game @ elephant &amp; castle pub. I'm on a no beer diet  http://twitpic.com/4wa1v,synthetic,1.0,18,134,0,0,catching the canucks vs blackhawks match at elephant castle pub sticking to water tonight no beer for me,18
About to head to the vet with the pup for her shots. I’m sure she won’t be happy about it.,literal,Getting ready to take the little dog to the Vets for vaccinations. She is gonna be angry w/me ,synthetic,1.0,22,90,0,0,about to head to the vet with the pup for her shots i m sure she won t be happy about it,22
I really need to have it looked at soon... it’s been overheating way too often lately.,literal,and get them to check it out.. :/ it's been over heating more and more lately ,synthetic,1.0,17,86,0,0,i really need to have it looked at soon it s been overheating way too often lately,17
"@Miss__Anne she's out right now, so maybe. But I know she wouldn't travel to Durban alone without telling me.",literal,"@Miss__Anne well she's not home so its possible. Hey, she would never go to Durban without me. ",synthetic,1.0,20,109,0,1,she s out right now so maybe but i know she wouldn t travel to durban alone without telling me,20
So annoyed with the damn dump truck and careless drivers. Really wish my baby was here right now.,literal,Is frustrated with the fukn dump truck and stupid ass drivers. I wish my baby was here. ,synthetic,1.0,18,97,0,0,so annoyed with the damn dump truck and careless drivers really wish my baby was here right now,18
Hoping things start to calm down and get better for us soon.,literal,Praying lifes going to get a bit easier for us soon ,synthetic,1.0,12,60,0,0,hoping things start to calm down and get better for us soon,12
"@Woodpecker50 Odd morning; I got up at 3, then saw my neighbor outside at 4. Not sure what's happening. Hope everyone’s making the most of the sunshine!",literal,"@Woodpecker50 Strange; I woke up a 3, and at 4 I saw my neighbour outside. What's going on? Enjoy the sunshine ",synthetic,1.0,28,152,0,1,odd morning i got up at 3 then saw my neighbor outside at 4 not sure what s happening hope everyone s making the most of the sunshine,26
Was in the middle of Sims 2 when it suddenly crashed. Guess I'll have to restart later.,literal,Playing Sims 2. Correction was playing Sims as I'm tweeting this it crashed ,synthetic,1.0,18,87,0,0,was in the middle of sims 2 when it suddenly crashed guess i ll have to restart later,17
Finally some quiet time!! The house is all mine while my love is away!!,literal,home alone!!! my baby is out of town!! ,synthetic,1.0,14,71,0,0,finally some quiet time the house is all mine while my love is away,14
"@helium_ I GREET BRANDON TOO! (does he say anything else? he just says ""hi"" and stops there.)",literal,@helium_ I SAY HI TO BRANDON!    (is that all he says?  he only says &quot;hi&quot; to me.  nothing else.),synthetic,1.0,16,93,0,1,i greet brandon too does he say anything else he just says hi and stops there,16
Pilot script completed and it’s looking solid. Feeling optimistic about this one! #writingprogress,literal,One Pilot Script Outlined!  Pretty damn good too  #gottaloveourhumbleness,synthetic,1.0,13,98,1,0,pilot script completed and it s looking solid feeling optimistic about this one,13
I just joined this. Not many of my friends seem to be on it yet.,literal,just signed up for this. Looks like very few people I know are using this ,synthetic,1.0,15,64,0,0,i just joined this not many of my friends seem to be on it yet,15
"@TrotonTV Yeah, I’d go with that option too. (unless you’re talking about the man wearing the blue jacket by the flowers)",literal,@TrotonTV Agreed. That would be my  choice. (unless you mean the guy in the green hat with the roses ,synthetic,1.0,22,121,0,1,yeah i d go with that option too unless you re talking about the man wearing the blue jacket by the flowers,22
"Hey @emmahockney, have you set a date for your NYAAA audition yet?",literal,@emmahockney when's your audition for NYAAA ,synthetic,1.0,11,66,0,1,hey have you set a date for your nyaaa audition yet,11
@pressingbuttons funny how being called an asshole feels like some sort of badge of honor these days. never got that one myself.,literal,@pressingbuttons lol i love that someone called you an asshole. i've never had that honor ,synthetic,1.0,21,128,0,1,funny how being called an asshole feels like some sort of badge of honor these days never got that one myself,21
"@mcflyharry so sad i’m missing out, no gigs planned in scotland? would’ve definitely come, have an amazing show, love you x",literal,"@mcflyharry  really upset i cant go  , you arent doing one in scotland , other wise i would have lol , well enjoy your show , i love youx",synthetic,1.0,22,123,0,1,so sad i m missing out no gigs planned in scotland would ve definitely come have an amazing show love you x,22
no plans for a fire tonight so i’m heading to tacoma to stay at his place instead...,literal,no fire tonight  i guess im going..well i am going to tacoma to crash at his place...,synthetic,1.0,18,84,0,0,no plans for a fire tonight so i m heading to tacoma to stay at his place instead,18
"Finished my meal, feeling full. Time to hit the books now!",literal,"just had dinner, jammyy. now i really have to study! ",synthetic,1.0,11,58,0,0,finished my meal feeling full time to hit the books now,11
@geobak happy to help! I just need a clear confirmation on this before moving forward.,literal,@geobak my pleasure  I would need to know a definite answer about this!,synthetic,1.0,14,86,0,1,happy to help i just need a clear confirmation on this before moving forward,14
"Just finished my long walk today, about 20 miles in total. Feeling tired but accomplished!",literal,@TessMorris fine! Going to do my big walk today 20 or so miles ,synthetic,1.0,15,90,0,0,just finished my long walk today about 20 miles in total feeling tired but accomplished,14
"@TheMightyZeke Australia has some unique things, but I think American Idol is more entertaining than Australian Idol so far.",literal,@TheMightyZeke the land of kangaroos is quite interesting we have currently discovered american idol which is better than australian idol ,synthetic,1.0,18,124,0,1,australia has some unique things but i think american idol is more entertaining than australian idol so far,18
"""Missing prayer for a week can really take a toll. Stay strong, everyone—let’s power through finals with faith and focus. Sleep well, Twitter fam!""",literal,&quot;7 days without prayer makes 1 weak&quot; keep the focus peeps-- Let's make it through finals alive and well.. Good night Twitter babies ,synthetic,1.0,26,147,0,0,missing prayer for a week can really take a toll stay strong everyone let s power through finals with faith and focus sleep well twitter fam,26
"@TanMcG I agree, Tanya. It’s disappointing that both Montreal designers didn’t make it past episode 5.",literal,"@TanMcG Thanks Tanya, I'm sad the 2 Montreal designers were out before episode 6 ",synthetic,1.0,17,102,0,1,i agree tanya it s disappointing that both montreal designers didn t make it past episode 5,16
@illmatic610 Make sure to hit me up after the SONY conference tomorrow and let me know your thoughts!,literal,"@illmatic610 You'll find out tomorrow, dont forget to msg me back what you thought once the SONY conference is done! ",synthetic,1.0,17,101,0,1,make sure to hit me up after the sony conference tomorrow and let me know your thoughts,17
need to set boundaries and avoid checking work emails after hours,literal,should really stop looking at work emails at home ,synthetic,1.0,11,65,0,0,need to set boundaries and avoid checking work emails after hours,11
Bright red hair was a hassle to maintain. Went back to a simpler brown-red shade. Feels easier already.,literal,Stupid red hair is too difficult on the upkeep. Re-dyed it a more manageable brown-red. Boo ,synthetic,1.0,19,103,0,0,bright red hair was a hassle to maintain went back to a simpler brown red shade feels easier already,19
wide awake and no clue what's keeping me up,literal,cant sleep and dunno why ,synthetic,1.0,10,43,0,0,wide awake and no clue what s keeping me up,10
@sheila_H have you watched Daisy of Love yet? Do you know anyone on the show? Just curious!,literal,@sheila_H ok so who do you know on Daisy of Love? And have you seen it yet. oh lord ,synthetic,1.0,16,91,0,1,have you watched daisy of love yet do you know anyone on the show just curious,16
"July is all about William Beckett and Alex Gaskarth. Honestly, it doesn't get any better than this. They always brighten my day.",literal,month of july consists of william beckett and alex gaskarth. my life couldn't get any better. they make me smile ,synthetic,1.0,23,128,0,0,july is all about william beckett and alex gaskarth honestly it doesn t get any better than this they always brighten my day,23
"Feeling much better now, no more fever. Thinking about heading over to Katie’s to swim at her aunt’s place. Hit me up or leave a comment on MySpace. Later!",literal,Is feeling a lot better my fever is gone. Might go to Katie's to swim at her Aunt O's house. Txt me or comment something on myspace.  bye,synthetic,1.0,31,155,0,0,feeling much better now no more fever thinking about heading over to katie s to swim at her aunt s place hit me up or leave a comment on myspace later,31
@Yosid That’s great! Don’t you typically share your #followfridays recommendations while you’re on the go?,literal,@Yosid How nice  Aren't you usually out and about during #followfridays?,synthetic,1.0,16,106,1,1,that s great don t you typically share your recommendations while you re on the go,16
Just got up from my typical Sunday afternoon nap. Feeling a bit dizzy.,literal,Just woke up from my usual Sunday afternoom nap. My head hurts. ,synthetic,1.0,13,70,0,0,just got up from my typical sunday afternoon nap feeling a bit dizzy,13
(crying) (frustrated) :-/ :'-( (crying) (crying): life feels so unfair sometimes. really hate it. (crying) (crying) http://plurk.com/p/z3d4z,literal,is (tears) (annoyed) :-&amp; :'-(  (tears) (tears): life is always UNFAIR. hate it. (tears) (tears) http://plurk.com/p/z3d4z,synthetic,1.0,14,140,0,0,crying frustrated crying crying life feels so unfair sometimes really hate it crying crying,14
"@itszMARYANNE make sure to discuss it with him. also, no cellcast scheduled for tomorrow as far as i know. i managed to get my mom to meet her friend around noon.",literal,@itszMARYANNE please have that talk with him. and no cellcast tomorrow as i know of. after i convinced my mom to meet her friend at noon. ,synthetic,1.0,30,162,0,1,make sure to discuss it with him also no cellcast scheduled for tomorrow as far as i know i managed to get my mom to meet her friend around noon,30
"@LifeOfAV Just spent a solid minute scrolling through your profile to match your stalking skills. Totally worth the time, right? [ no need to answer, I already know! ]",literal,"@LifeOfAV i successfully reciprocated stalking you on a social network. was it worth the minute wait? [ most def, that was rhetorical!  ]",synthetic,1.0,26,167,0,1,just spent a solid minute scrolling through your profile to match your stalking skills totally worth the time right no need to answer i already know,26
"Olivia Munn appears in Playboy, but unfortunately, she doesn't pose nude. :/",literal,"Oliva Munn is in playboy, but tragically she is not nude.   :    ",synthetic,1.0,12,76,0,0,olivia munn appears in playboy but unfortunately she doesn t pose nude,12
"The doctor has 48 hours to improve her condition. If she has to stay like this, life won’t feel worth it. If no progress by then, it’s time to consider hospice care.",literal,"The doctor has 2 days to make her better. If she has to live this way, she wont wanna live. If he cant cure her by then, to the hospice. ",synthetic,1.0,34,165,0,0,the doctor has 48 hours to improve her condition if she has to stay like this life won t feel worth it if no progress by then it s time to consider hospice care,33
So excited @Jonasbrothers replied to my comment on their Facebook live! Check it out. When will you guys visit Australia?,literal,YAY @Jonasbrothers answered my twitter cmnt on their facebook chat! Watch it and hear it. When are you guys come to Australia? ,synthetic,1.0,19,121,0,1,so excited replied to my comment on their facebook live check it out when will you guys visit australia,19
"@hyunjoongkim It's alright. Don't worry about it, silence can be better sometimes. My English is still not great, but I really want to communicate with everyone.",literal,"@hyunjoongkim It's OK. Don't said it, never is good. Actually, my EL is still no good but I really want to talk to everyone. ",synthetic,1.0,27,161,0,1,it s alright don t worry about it silence can be better sometimes my english is still not great but i really want to communicate with everyone,27
@DianeDenmark Hi! That does sound like a nice way to enjoy the day. We’re about to head out for a walk downtown and grab some lunch too.,literal,"@DianeDenmark Hello! Sounds like a good way to spend a beautiful saturday, we're just getting ready to go for a walk into town for lunch. ",synthetic,1.0,27,136,0,1,hi that does sound like a nice way to enjoy the day we re about to head out for a walk downtown and grab some lunch too,27
http://twitpic.com/7g4dy - @ArchienemyConsu made me really uncomfortable!! this was at @stephanieeeee's birthday party last night,literal,http://twitpic.com/7g4dy - @ArchienemyConsu wanted to rape me!! that pic's from @stephanieeeee 's bday ,synthetic,1.0,12,129,0,1,made me really uncomfortable this was at s birthday party last night,12
"Just uploaded some dig pages to my blog. They’re pretty basic, but I’m happy with how they turned out. www.brentwooddrive.blogspot.com",literal,"Loaded a few dig pages to my blog.. They aren't super duper, but I like them  www.brentwooddrive.blogspot.com",synthetic,1.0,21,134,0,0,just uploaded some dig pages to my blog they re pretty basic but i m happy with how they turned out,21
"Looks like it’s time to upgrade to a larger mp3 player, no matter how reluctant I feel.",literal,I need a bigger mp3 player... even if it pains me to say it ,synthetic,1.0,18,87,0,0,looks like it s time to upgrade to a larger mp3 player no matter how reluctant i feel,17
"@Tray115 honestly, not having a date feels like the real evil plan sometimes lol... school just makes everything more awkward ugh... guess I’m stuck with lame vibes this year",literal,@Tray115 whose evil plan? lol no the evil plan is having no date  ugh lame lol... i guess... idk my school is lame,synthetic,1.0,29,174,0,1,honestly not having a date feels like the real evil plan sometimes lol school just makes everything more awkward ugh guess i m stuck with lame vibes this year,29
@DrGroove_phd would be way cooler if I actually owned a Mac!,literal,@DrGroove_phd would be an even better friend if I had a mac! ,synthetic,1.0,10,60,0,1,would be way cooler if i actually owned a mac,10
Woke up to find drool on my cheek. Not cute.,literal,"just woke up from a nap, and found drool on his lip. Eww ",synthetic,1.0,10,44,0,0,woke up to find drool on my cheek not cute,10
"@Orchidflower Totally get it! Stayed up late finishing work after feeling under the weather all day, so I’m pretty wiped out too.",literal,@Orchidflower I know how she feels! Worked till midnight last night due to a day out feeling ill so a bit tired myself ,synthetic,1.0,22,129,0,1,totally get it stayed up late finishing work after feeling under the weather all day so i m pretty wiped out too,22
"@GwenTheAnnoying I know a few people from there too, and their accents are pretty charming.",literal,"@GwenTheAnnoying Ah well, I have friends of the family that live there and they have cute accents ",synthetic,1.0,14,91,0,1,i know a few people from there too and their accents are pretty charming,14
@therealpresets your set last night was incredible! really enjoyed the whole show!,literal,@therealpresets you guys were awesome last night! loved every minute of it! ,synthetic,1.0,11,82,0,1,your set last night was incredible really enjoyed the whole show,11
@orodrethculnamo he’s probably still asleep but I’ll try to reach out soon.,literal,@orodrethculnamo im sure he isn't up but imma call him in a bit ,synthetic,1.0,13,75,0,1,he s probably still asleep but i ll try to reach out soon,13
"@kimmtai everyonelovesian I'll be at the airport this afternoon around 3-5, so I'll try to get on WiFi then! If that doesn't work, I'll try again tomorrow!",literal,"@kimmtai everyonelovesian  I'll be in the airport later this afternoon (3-5ish) so that is my WiFi opportunity! If not today, tomorrow!",synthetic,1.0,31,155,0,1,everyonelovesian i ll be at the airport this afternoon around 3 5 so i ll try to get on wifi then if that doesn t work i ll try again tomorrow,29
Exhausted beyond words. Can't wait to crash into bed.,literal,I am SO tired. &gt;&lt; welcome bed ,synthetic,1.0,10,53,0,0,exhausted beyond words can t wait to crash into bed,10
"@Mellicious_ Same here, Mel. I guess it’s just because of my period.",literal,"@Mellicious_ Me too, Mel. But I think it has to do with my monthly visitor. ",synthetic,1.0,12,68,0,1,same here mel i guess it s just because of my period,12
"hanging out at the library, prepping for the workday ahead.",literal,just chillin at the library. getting ready for work... ,synthetic,1.0,10,59,0,0,hanging out at the library prepping for the workday ahead,10
Morning just started for me. time to head out. good night everyone.,literal,it's already morning here. haha. i'm off. good nighty. ,synthetic,1.0,12,67,0,0,morning just started for me time to head out good night everyone,12
@babygirlff That seems likely... maybe just message him directly and find out?,literal,@babygirlff Most probably.....why don't you send him a reply and ask for yourself? ,synthetic,1.0,11,78,0,1,that seems likely maybe just message him directly and find out,11
"@klch93 honestly, i just send messages and wait to see if they reply, no big plan or anything, just vibes innit.",literal,"@klch93 babess, i dunt havva cluee, i just writes to people and hope dey write backk init bludd. ",synthetic,1.0,20,112,0,1,honestly i just send messages and wait to see if they reply no big plan or anything just vibes innit,20
Can't believe how many people shared my typo. (fixed),literal,So proud everyone's retweeting my typo.  (changed),synthetic,1.0,10,53,0,0,can t believe how many people shared my typo fixed,10
"Enjoying a sunny birthday picnic in St James's Park with pink champagne, strawberries, and chocolate mini rolls. Perfect day x",literal,"In St James's Park having a birthday picnic in the sunshine  Pink champagne, strawberries and chocolate mini rolls x",synthetic,1.0,21,126,0,0,enjoying a sunny birthday picnic in st james s park with pink champagne strawberries and chocolate mini rolls perfect day x,21
"I love how my hair looks like this! Wish I could do it more often, but it seriously takes forever to finish D: http://tinyurl.com/nqtulh",literal,I really like my hair like this   I would do it more often but it takes so loonnnnggg D: http://tinyurl.com/nqtulh,synthetic,1.0,23,136,0,0,i love how my hair looks like this wish i could do it more often but it seriously takes forever to finish d,23
Gathering all the documents and essentials required for my upcoming trip to Riga and immigration checks...,literal,Trying to get all things together for my trip to Riga and all things needed for immigration purposes... ,synthetic,1.0,16,106,0,0,gathering all the documents and essentials required for my upcoming trip to riga and immigration checks,16
"Service in the morning, swim in the afternoon, loving it",literal,Church last night pool today  heck yeah,synthetic,1.0,10,56,0,0,service in the morning swim in the afternoon loving it,10
@dsmpublishing You should watch Taking Chance when you have time. Wishing you all the best with everything xx,literal,@dsmpublishing  Watch Taking Chance when ye get the chance. Hope everything goes well for you  xx,synthetic,1.0,17,109,0,1,you should watch taking chance when you have time wishing you all the best with everything xx,17
"Considering switching to a 5-day workweek that covers the weekend, but I’ll lose the free lunch and ping pong breaks. Still, the peace and quiet might be worth it.",literal,"Thinking of arranging to have my official 5-day-week include the weekends, but i'll miss the free lunch &amp; pool games.  Love the quiet tho",synthetic,1.0,31,163,0,0,considering switching to a 5 day workweek that covers the weekend but i ll lose the free lunch and ping pong breaks still the peace and quiet might be worth it,30
"@mileycyrus Hey girl, what’s going on? Sending love your way! If you ever want to talk, I’m here. Big hugs from Argentina <3<3<3",literal,"@mileycyrus mmm what feeling girl?? lov ya  and if u need help, i'm here! kisses from argentina &lt;333",synthetic,1.0,26,128,0,1,hey girl what s going on sending love your way if you ever want to talk i m here big hugs from argentina 3 3 3,23
http://twitpic.com/67887 - the sea is barely visible through the gap between the buildings ahead.,literal,http://twitpic.com/67887 - can just about see the sea between the buildings in front. ,synthetic,1.0,12,97,0,0,the sea is barely visible through the gap between the buildings ahead,12
"Feeling great right now. It’s like a Saturday evening, but without the worry of Monday morning work. Perfect way to relax.",literal,"i'm happy. know why? it feels like saturday night, but even better 'cause it's not sunday tomorrow, which means no work. ",synthetic,1.0,22,122,0,0,feeling great right now it s like a saturday evening but without the worry of monday morning work perfect way to relax,22
"@cybervenus after thinking it over, yeah, this is definitely someone I can support, thanks!",literal,"@cybervenus on second thoughts yea, its some i can give my vote to, cheers ",synthetic,1.0,13,91,0,1,after thinking it over yeah this is definitely someone i can support thanks,13
"When someone reaches out after a long time just to talk, it usually means they care.",literal,it always means something when you call after so long just to chat. ,synthetic,1.0,16,84,0,0,when someone reaches out after a long time just to talk it usually means they care,16
really tough coming back to england after such an amazing weekend but glad my cousin's wedding went well she looked lovely on her big day,literal,god its so depressing to be back in england after a brilliant weekend  brilliant do tho and my cousin looked really nice on her wedding da,synthetic,1.0,26,137,0,0,really tough coming back to england after such an amazing weekend but glad my cousin s wedding went well she looked lovely on her big day,26
feels bad she forgot to get her dad a gift,literal,is sad cuz she didn't buy her father anything ,synthetic,1.0,10,42,0,0,feels bad she forgot to get her dad a gift,10
@CarinaPerez Hello Carina! I appreciate the helpful tutorials you share online!,literal,@CarinaPerez  Hi Carina! Thanks for the online tutorials! ,synthetic,1.0,10,79,0,1,hello carina i appreciate the helpful tutorials you share online,10
"Last day off before work, so time to soak up the sun and get my legs some much-needed color.",literal,"Start work tomorrow so I better make most of the sunshine today, legs out I think get some colour to them ",synthetic,1.0,20,92,0,0,last day off before work so time to soak up the sun and get my legs some much needed color,20
Bing offers a solid search experience. Take a look here: http://img29.imageshack.us/img29/1696/bing2.jpg (via @danishk),literal,Bing is a remarkable product. check out for yourself..  http://img29.imageshack.us/img29/1696/bing2.jpg (via @danishk),synthetic,1.0,11,119,0,1,bing offers a solid search experience take a look here via,11
"There’s nothing better than driving around with my best friend, messy hair, no makeup, and the music turned up loud.",literal,I love going anywhere and everywhere looking like crap with my best friendddd and the radio blaring ,synthetic,1.0,21,116,0,0,there s nothing better than driving around with my best friend messy hair no makeup and the music turned up loud,21
he surprised me with a cool old film camera. definitely a keeper.,literal,this boy got me a pretty amazing vintage camera. i like him. ,synthetic,1.0,12,65,0,0,he surprised me with a cool old film camera definitely a keeper,12
@steffy1diva no worries at all 😊 I’m always here if you need me. Love you lots sis! What’s up with you today?,literal,@steffy1diva dw about it ^.^ u can always count on me to be there for u   love u sis..so watcha doin xD ?,synthetic,1.0,22,109,0,1,no worries at all i m always here if you need me love you lots sis what s up with you today,22
@TaosJohn Sometimes starting fresh seems like the only way to truly make things right. Temporary fixes just aren’t enough now.,literal,@TaosJohn I often think it does all need to end in order to fix it. Afraid band-aids wont do the job anymore. ,synthetic,1.0,20,126,0,1,sometimes starting fresh seems like the only way to truly make things right temporary fixes just aren t enough now,20
@Propaganda2 Thanks for asking! I’m hanging in there and making the most of the sunshine here in Scotland. Hope your situation improves soon too.,literal,"@Propaganda2 Aww hun, I hope things get better soon. I am doing well thank you, enjoying some rare sunshine in Scotland ",synthetic,1.0,24,145,0,1,thanks for asking i m hanging in there and making the most of the sunshine here in scotland hope your situation improves soon too,24
@peterfacinelli caught you at Fort Lewis Washington .. Definitely worth the time spent waiting,literal,@peterfacinelli saw you at Fort Lewis Washington .. Well worth the wait ,synthetic,1.0,12,94,0,1,caught you at fort lewis washington definitely worth the time spent waiting,12
"@ECtarget I’m from The Netherlands too. California is known for earthquakes, tough to ignore that risk, right?",literal,"@ECtarget I live in The Netherlands  California, yeah, it's THE Earthquake state, hard to let it go?",synthetic,1.0,17,110,0,1,i m from the netherlands too california is known for earthquakes tough to ignore that risk right,17
"Totally crushing on this guy’s voice! Seriously, it’s incredible. Check him out: http://bit.ly/gvQ5J Just saying, he’s pretty amazing!",literal,"My Ideal Man ;) : http://bit.ly/gvQ5J  LMAO ftr I am joking, but he's amazing, the voice? aaaah â¥ it ",synthetic,1.0,20,134,0,0,totally crushing on this guy s voice seriously it s incredible check him out just saying he s pretty amazing,20
"Just started diving into Newday’s stuff... way too much philosophy to catch up on. Salsa night later, anyone?",literal,Is finally gettin on the Newday case...... Got FFAARRRR to much philosophy reading to do  Salsa tonight people?,synthetic,1.0,19,109,0,0,just started diving into newday s stuff way too much philosophy to catch up on salsa night later anyone,19
Burned skin and a high temperature definitely don’t mix well.,literal,Sunburnt and fever  not a good combo,synthetic,1.0,11,61,0,0,burned skin and a high temperature definitely don t mix well,11
Note to self: avoid fox's cheesesticks and mr. pibb when feeling queasy.,literal,Blech. Never have fox's cheesesticks and mr. pibb on an upset stomach. ,synthetic,1.0,13,72,0,0,note to self avoid fox s cheesesticks and mr pibb when feeling queasy,13
"meh, not gonna tweet about this stuff anymore. just gonna sit back and watch it unfold.",literal,eh couldn't be bothered twittering about this anymore. jst gonna watch ,synthetic,1.0,18,87,0,0,meh not gonna tweet about this stuff anymore just gonna sit back and watch it unfold,18
Looks like this kid might have seriously injured my buddy’s neck disk.,literal,we think this kid cracked one of my bro's disk in his neck ,synthetic,1.0,13,70,0,0,looks like this kid might have seriously injured my buddy s neck disk,13
"Hey @Jonasbrothers, please don’t wink at me if I’m not around!",literal,@Jonasbrothers don'tchu be winkin' at me! I'm not there ,synthetic,1.0,12,62,0,1,hey please don t wink at me if i m not around,12
Really wish I could make it to Rain to see Oakie! Scotland’s just too far to get there in time. But September is coming – I’ll definitely be there! Excited!,literal,Wish i was going to rain to see Oakie! However Scotland is a bit far to fly from in time  But bring on sep - i will be there!!! yay!!!,synthetic,1.0,31,156,0,0,really wish i could make it to rain to see oakie scotland s just too far to get there in time but september is coming i ll definitely be there excited,31
"Honestly, I rarely take the bus these days, mostly just when heading to sports events.",literal,"@renanwho, aww.  i hardly go on buses anymore, except for band competitions.",synthetic,1.0,15,86,0,0,honestly i rarely take the bus these days mostly just when heading to sports events,15
"Attempting to edit a video of my daughters’ play, but the software keeps freezing or maybe my computer is just slow - sigh!",literal,Trying to make a video of my daughters play and the software is being stuborn or my P.C.- LOL ,synthetic,1.0,22,123,0,0,attempting to edit a video of my daughters play but the software keeps freezing or maybe my computer is just slow sigh,22
"@Kelsey1991 Oh no, Kels! Are you there? I’m really nervous about tonight. I told my parents everything. I hope it goes okay. Feeling really scared and on the verge of tears.",literal,@Kelsey1991 AHH! Kels! No buenooo!  Are you online? I'm asking my parents tonight. I wrote it down. AHHHH. I'm so scared. I'm going to cry,synthetic,1.0,31,173,0,1,oh no kels are you there i m really nervous about tonight i told my parents everything i hope it goes okay feeling really scared and on the verge of tears,31
Has anyone found a reliable way to make Roboform function properly with Chrome?,literal,is there REALLY no solution for getting Roboform to work with Chrome? ,synthetic,1.0,13,79,0,0,has anyone found a reliable way to make roboform function properly with chrome,13
"Looking for useful business tips, resources, and advice? Check out my Facebook page http://is.gd/Rbzl Don’t miss out—join now!",literal,"You want informative info, tips, links, tools for your business? Join my FB fan page  http://is.gd/Rbzl  Well........what ya waiting for?",synthetic,1.0,19,126,0,0,looking for useful business tips resources and advice check out my facebook page don t miss out join now,19
I’m allowed to share my thoughts without getting attacked. Everyone’s entitled to their own opinion.,literal,@emily0910: i do not need to be jumped for that comment! I can have an opinion too. ,synthetic,1.0,17,100,0,0,i m allowed to share my thoughts without getting attacked everyone s entitled to their own opinion,17
Dishwasher stopped working...looks like it’s hand-washing time again.,literal,dishwasher broken...guess i have to do the dishes by hand ,synthetic,1.0,11,69,0,0,dishwasher stopped working looks like it s hand washing time again,11
"Đang ở quê cho mát, mai phải về Hà Nội làm việc rồi.",literal,"Äang á» quÃª trÃ¡nh nÃ³ng, mai pháº£i lÃªn HN rá»i ",synthetic,1.0,19,52,0,0,đang o que cho ma t mai pha i ve ha no i la m vie c ro i,18
http://twitpic.com/7uxrp ignoring the warnings from the aboriginal community. This sign is right before the climb. #fb,literal,http://twitpic.com/7uxrp still not listening to the aboriginals.  This sign is just in front of the climb.    #fb,synthetic,1.0,14,118,1,0,ignoring the warnings from the aboriginal community this sign is right before the climb,14
"Hello Twitter! Just getting started here and would love to connect with anyone who enjoys cooking, home decor, or gardening. Feel free to share tips or recipes!",literal,"Hi, I'm new to twitter &amp; hoping to find out what this is all about!  Have any recipes, or love decorating &amp; gardening? Let's swap notes ",synthetic,1.0,27,160,0,0,hello twitter just getting started here and would love to connect with anyone who enjoys cooking home decor or gardening feel free to share tips or recipes,27
Just wrapped up filming. Editing will have to wait until tomorrow.,literal,@richcirminello We just got back from shooting. I'm going to have to wait till tomorrow to start editing. ,synthetic,1.0,11,66,0,0,just wrapped up filming editing will have to wait until tomorrow,11
